Title,URL,Author,Source,Date,Database,Quote,Keywords,Abstract
Clinical effect of Ruanjian Xiaoying decoction on chronic lymphocytic thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YLYS201709046,XU Yun-fang;Centers for Disease Control and Prevention of Yichuan County,Clinical Research and Practice,2017-03-30,Journals,6,chronic lymphocytic thyroiditis;; Ruanjian Xiaoying decoction;; thyroglobulin antibodies;,"Objective To study the clinical effect of Ruanjian Xiaoying decoction on chronic lymphocytic thyroiditis.Methods One hundred and twenty-four cases of patients with chronic lymphocytic thyroiditis admitted in our hospital from March 2014 to April 2015 were selected as the study objects. All the patients were divided into control group and study group according to the admission order, with 62 cases in each group. The control group received western medicine, while the study group accepted Ruanjian Xiaoying decoction. The clinical effect of two groups were compared. Results The total effective rate of the study group was 95.16%, which was higher than 82.26% of the control group（P＜0.05）. After treatment,the levels of TMAb, TGAb, FT4and FT3of the study group were better than those of the control group（P＜0.05）; there was no significant difference on TSH of two groups（P ＞0.05）. Conclusion Ruanjian Xiaoying decoction can be considered as one of the best treatment to chronic lymphocytic thyroiditis, its clinical effect is significant, and the clinical indexes can be improved significantly. It is worthy of clinical promotion value."
Erxian Xiaoying Decoction(二仙消瘿汤) combined with Levothyroxine Treatment of Hashimoto Thyroiditis Randomized Controlled Study,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=SYZY201701025,ZHU Sha;Zhanjiang Second Hospital of traditional Chinese medicine in the Department,Journal of Practical Traditional Chinese Internal Medicine,2017-01-16 13:24,Journals,4,hashimoto’s thyroiditis;; thyroid disease;; Erxian Xiaoying decoction（二仙消瘿汤）;; euthyrox;; TSH;; TT3;; TT4;; FT3;; FT4;; thyroid isthmus thickness;; TNF-α;; integrated traditional Chinese and western medicine therapy;; randomized controlled study;,"[Objective] To observe the Erxian Xiaoying decoction Combined with euthyrox efficacy of treatment of Hashimoto’s thyroiditis. [Method] The use of machine parallel control method, 70 cases of outpatient patients according to the order number by simple method were randomly divided into two groups. The control group of 35 cases of euthyrox. 35 cases in the treatment group Xiaoying Decoction（Erxian Chuanxiong 10 g, Curculigo 9g, Zhejiang Fritillaria, angelica 12 g, lujiaojiao 5g, Shudihuang 10 g, Xianlingpi the 15 g, yam, Cornus officinalis, 6G, 10g） Decoction 300 mL, 2 times/d day, sooner or later; westernmedicinew iththecontrolgroup. 1 months of continuous treatment for 1 course of treatment. Observe the clinical symptoms, thyroid isthmus thickness, TNF-alpha, TSH, TT3, TT4, FT3, FT4, bad reaction. After treatment of 3 course of treatment（3 months）, the curative effect. [Result] The treatment group 10 cases, 23 cases were stable, and 2 cases were ineffective, the total efficiency of 94.29%; the control group was 4 cases, 18 cases were stable, and 13 cases were ineffective, the total efficiency of 62.86%, the treatment group than the control group（P＜0.01）. Thyroid isthmus thickness, TNF-alpha, TSH, TT3, TT4, FT3 FT4, the treatment group was better than the control group（P＜0.01, P＜0.05）. [Conclusion] Erxian Xiaoying decoction combined with euthyrox treatment of Hashimoto thyroiditis, satisfactory curative effect, no serious adverse reactions, worthy of promotion."
二仙汤合芪海消瘿汤治疗慢性淋巴细胞性甲状腺炎伴甲状腺功能减退症疗效观察,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=XDJH201722012,黄娟;胡维;林湘东,Modern Journal of Integrated Traditional Chinese and Western Medicine,2017-08-01,Journals,22,二仙汤;; 芪海消瘿汤;; 慢性淋巴细胞性甲状腺炎;; 甲状腺功能减退症;,"目的观察二仙汤合芪海消瘿汤治疗慢性淋巴细胞性甲状腺炎伴甲状腺功能减退症的临床疗效。方法将80例慢性淋巴细胞性甲状腺炎伴甲状腺功能减退症患者随机分为治疗组与对照组各40例,2组均给予左旋甲状腺素治疗,治疗组在此基础上加用二仙汤合芪海消瘿汤治疗,疗程均为12周。观察2组临床疗效及治疗前后中医症状积分、甲状腺功能相关指标变化情况。结果 2组治疗后各项中医症状积分均较治疗前明显降低（P均＜0.05）,且治疗组较对照组降低更明显（P均＜0.05）;2组治疗后FT3、FT4均较治疗前明显升高（P均＜0.05）,TSH较治疗前明显降低（P＜0.05）,且治疗组各指标改善情况均明显优于对照组（P均＜0.05）;治疗后对照组甲状腺球蛋白抗体（TGAb）、甲状腺过氧化物酶抗体（TPOAb）及甲状腺大小均无明显改变（P均＞0.05）,治疗组上述指标较治疗前及同期对照组均有明显改善（P均＜0.05）。治疗组总有效率明显高于对照组（P＜0.05）。结论二仙汤合芪海消瘿汤治疗慢性淋巴细胞性甲状腺炎伴甲状腺功能减退症可有效改善临床症状、体征,降低抗体水平,值得推广应用。"
硒制剂对慢性淋巴细胞性甲状腺炎自身抗体的影响,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZDYX201714067,高宏霞;刘静;冯睿,Health Vocational Education,2017-07-25,Journals,2,硒制剂;; 慢性淋巴细胞性甲状腺炎;; 甲状腺过氧化物酶抗体;; 甲状腺球蛋白抗体;,"目的观察不同剂量硒制剂对慢性淋巴细胞性甲状腺炎（CLT）患者甲状腺过氧化物酶抗体（TPOAb）、甲状腺球蛋白抗体（Tg Ab）的影响。方法将130例CLT患者分为治疗组1、治疗组2和对照组,治疗组1（44例）给予硒酵母200μg/d,治疗组2（40例）给予硒酵母50μg/d,对照组（46例）随访观察3个月,分别于服药前、服药后3个月测定血清TPOAb、Tg Ab、血清促甲状腺激素（TSH）、游离甲状腺素（FT4）、游离三碘甲状腺原氨酸（FT3）水平及甲状腺各径线数值。结果补硒治疗后,治疗组1 TPOAb、Tg Ab水平较治疗前降低,差异有统计学意义（P＜0.05）;治疗组2 TPOAb、Tg Ab水平较治疗前降低,但差异无统计学意义（P＞0.05）。结论每日给予200μg硒可降低CLT患者TPOAb、Tg Ab水平,每日给予50μg硒对降低TPOAb、Tg Ab水平可能剂量不足。"
Risk factors of the chronic lymphocytic thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=JFJB201705015,"Li Hong;Wang Yongsen;Li Ping;Department of Internal Medicine,Cangzhou Psychiatric Hospital",Chinese Journal of Health Care and Medicine,2017-10-30,Journals,2,Chronic lymphocytic thyroiditis;; Morbidity;; Tonsillitis;; Coastal zone;,"Objective To discuss the possible risk factors in the development of chronic lymphocytic thyroiditis. Methods The people who had medical checks about thyroid in Cangzhou central hospital from June to December 2014 were enrolled. Among these people, 80 patients who were diagnosed as chronic lymphocytic thyroiditis were in the observation group, and 80 healthy subjects were in the control group. The factors such as gender,gene,regional differences,body mass index,city life,physical labor,education,family income and chronic tonsillitis were analyzed by logistic analysis. Results The prevalence of chronic lymphocytic thyroiditis was 6.01%（95% confidence interval 5.42%-6.59%）The difference of gender,gene,regional differences,chronic tonsillitis was statistically significant between two groups（β=-0.867,χ2=4.689,P=0.030）,（β=-0.712,χ2=4.140,P=0.042）,（β=0.633,χ2=6.392,P=0.011）,（β=1.471,χ2=12.931,P=0.000）. Conclusion The prevalence of chronic lymphocytic thyroiditis in Cangzhou city is about5.42%6.59%. Recurrent tonsillitis,coastal areas,women,gene are the risk factors of CLT."
Research progression of correlation of chronic lymphocytic thyroiditis and papillary thyroid carcinoma,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZPWL201710023,"ZHU Min;Sailike·Magaoweiya;Department of Vascular and Thyroid Surgery, The First Affiliated Hospital, Xinjiang Medical University",Chinese Journal of Bases and Clinics in General Surgery,2017-10-25,Journals,7,thyroid neoplasm;; chronic lymphocytic thyroiditis;; mechanism;; treatment;; prognosis;,"Objective To summarize research status of correlation of chronic lymphocytic thyroiditis（CLT） and papillary thyroid carcinoma（PTC）, in order to provide a basis for early diagnosis, prognosis, and prevention of PTC.Method The literatures about the recent studies of the correlation of the CLT and PTC were reviewed according to the results searched from Pub Med database, Springer Link database, Web of Science database, Wanfang database, CNKI database, and VIP database. Results The most of patients with CLT combined with PTC are young women, the characteristics are multifocal and occult, the prognosis is good. Its genesis might be related to the ionizing radiation,iodine intake, endocrine disorders, immune disorders, molecular biology, and other factors. But there are still different controversies about its specific pathogenesis and surgical treatment. Conclusions CLT is closely related to PTC.However, relationship between CLT combined with PTC and changing regularity of molecular biology, pathogenesis, or prognosis needs further to be studied and followed-up for a longer-term."
Clinical trial of dexamethasone combined with methimazole in the treatment of patients with chronic autoimmune thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=GLYZ201722011,"FANG Yong-bi;HE De-quan;Department of Endocrinology,Chongqing Nantong Mining General Hospital",The Chinese Journal of Clinical Pharmacology,2017-11-28,Journals,17,chronic autoimmun thyroiditis;; dexamethasone;; methimazole;; tumor necrosis factor-α;; T lymphocyte;,"Objective To investigate the clinical efficacy and safety profile of dexamethasone combined with methimazole in patients with chronic autoimmune thyroiditis.Methods A total of 36 patients with chronic autoimmune thyroiditis were randomly divided into treatment group（n = 18） and control group（n = 18）.The control group received oral administration of methimazole 10 mg,tid.The treatment group were given dexamethasone injection 5 mg at day 1,8,15 and 22,on the basis of the control group.Both groups were treated for 28 d.After treatment,the clinical efficacy,the levels of serum T lymphocyte,tumor necrosis factor-α（TNF-α）,thyroid stimulating hormone（TSH）,free triiodothyronine（FT3）,free thyroxine（FT4）,antithyroperoxidase antibody（TPOAb）,antithyroglobulin antibody（TGAb） and the adverse drug reactions were compared between the two groups.Results The total effective rates of the treatment group and the control group were 94.44%（17 cases/18 cases） and 66.67%（12 cases/18 cases）,respectively,and the difference was statistically significant（P ＜ 0.05）.After treatment,levels of serum CD4+/CD8+were 1.31 ± 0.07,1.00 ± 0.08 in treatment group and control group.The levels of TNF-α were（1.57 ± 0.16）,（1.92 ± 0.16）ng·mL-1.The levels of FT3were（2.85 ± 0.78）,（5.19 ± 1.04） pmol·L-1.The levels of FT4were（13.08 ± 1.59）,（18.96 ± 2.21） pmol·L-1.The levels of TSH were（2.88 ± 0.60）,（3.85 ± 0.81） U·mL-1.The levels of TPOAb were（22.92 ± 3.30）,（27.43 ± 4.45） U · mL-1.The levels of TGAb were（74.30 ± 11.22）,（92.74 ± 13.46）U·mL-1,respectively.All the parameters between the two groups were statistically significant（P ＜ 0.05）.The adverse drug reactions in patients of the treatment group were agitation,nausea and vomiting,and the incidence of adverse drug reactions was 11.11%（2 cases/18 cases）.The adverse drug reactions in patients of the control group were dizziness headache,nausea and vomiting,hypogeusia,and the incidence of adverse drug reaction was 22.22%（4 cases/18 cases）.There was no statistically significant differences in the incidence of adverse drug reactions between the two groups（P ＞ 0.05）.Conclusion Dexamethasone combined with sulfhydryl imidazole exerted satisfying clinical efficacy and high safety profile on the treatment of chronic autoimmune thyroiditis."
Clinical Study on Chronic Lymphocytic Thyroiditis (CLT) Treated by Qihai Xiaoying Decoction,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZYAO201804006,Chen Qongke;Tang Ying;Zheng Shixia;Lin Chuan;Liu Jing,Journal of Practical Traditional Chinese Medicine,2018-04-15,Journals,2,Qihai Xiaoying Decoction;; Chronic lymphocytic thyroiditis;; Levothyroxine sodium;,"Objective:To observe the clinical therapeutic effect of Qihai Xiaoying Decoction in treatment of chronic lymphocytic thyroiditis. Method:100 patients were divided into two groups randomly, 55 cases in study group and 45 cases in control group. Both groups were treated with levothyroxine sodium tablets and the study group were treated with Qihai Xiaoying Decoction in addition. Result:The total effective rate of the study group was 91.0% while that of the control group was 71.1%. There was significant difference between the two groups（P＜0.05）.After the treatment, T3, T4, FT3, FT4and TSH of both groups was normal and TGAb and TPOAb of both groups decreased. There was significant difference in the indexes of the study group after treatment compared with that before the treatment（P＜0.05）. There was significant difference in the indexes between the study group and the control group（P＜0.05）. The average dosage of levothyroxine sodium tablets of the study group after the treatment reduced significantly compared with that of the control group and compared with that of the study group before the treatment（P＜0.05）. The thyroid volume and thyroid nodule decreased compared with that of the control group and compared with that of the study group before the treatment（P＜0.05）. Conclusion:Qihai Xiaoying Decoction could effectively regulate immune function of chronic lymphocytic thyroiditis patients,decrease the antibody titer, reduce the dosage of levothyroxine sodium tablets and reduce the transformation from chronic lymphocytic thyroiditis to hypothyroidism,inhibit the thyroid apoptosis and reduce the intumescent the thyroid and thyroid nodule."
Clinicopathologic features of papillary thyroid carcinoma with coexistent chronic lymphocytic thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZPWL201803011,"ZHU Min;WANG Huguo;ZHANG Ying;Wufuer·Yimaer;MIAO Yutang;Sailike·Magaoweiya;Department of Vascular and Thyroid Surgery, The First Affiliated Hospital, Xinjiang Medical University;Department of Epidemiology and Health Statistics, School of Public Health, Xinjiang Medical University",Chinese Journal of Bases and Clinics in General Surgery,2018-03-25,Journals,21,thyroid neoplasm;; chronic lymphocytic thyroiditis;; clinicopathologic feature;,"Objective To analyze clinical and pathological features of patients with papillary thyroid carcinoma（PTC） with coexistent chronic lymphocytic thyroiditis（CLT）. Methods The clinicopathologic data of 756 cases of PTC were collected from January 2014 to January 2017 in the First Affiliated Hospital, Xinjiang Medical University were collected. The patients were designed to observational group（PTC with coexistent CLT, n=194） and control group（simple PTC, n=562） according to whether CLT was diagnosed by pathology, then the clinical data, ultrasonic features, thyroid function, and pathological features in these two groups were compared. Results The proportion of the female patients,the proportions of theserum thyroid stimulating hormone and thyroid autoimmune antibodies（thyroglobulin antibody and thyroid peroxidase antibody）, and the proportion of multifocal carcinoma in the observational group were significantly higher than those in the control group（P＜0.05）. There were no significant differences in the preoperative ultrasound, tumor diameter, thyroid capsule invasion, central lymph node metastasis, and TNM stage in these two groups（P＞0.05）. The results of the multivariate analysis showed that the female, serum thyroid autoimmune antibodies, and the multifocal carcinoma were the independent predictive factors of PTC with CLT（P＜0.05）. Conclusions There might be a certain correlation between PTC and CLT, PTC with coexistent CLT is more common in female patient and with multifocal carcinoma. With coexistent CLT does not increase invasion of PTC. This may be associated with limit of CLT to development of PTC nodules. It is speculated that CLT may be a protective factor of PTC."
Case report of Guillain-Barre syndrome spectrum diseases in a child with chronic lymphocytic thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZSEK201804026,YU Shu-jie;WANG Chun-yu;QI Ying,Chinese Journal of Practical Pediatrics,2018-04-06,Journals,3,Guillain-Barre syndrome;; Miller-Fisher syndrome;; Bickstaffer brainstem encephalitis;; chronic lymphocytic thyroiditis;; child;,"＜正＞吉兰-巴雷综合征（GBS）谱系疾病是一组包括经典GBS以及其变异型的神经免疫谱系疾病[1]。目前认为,GBS的变异型疾病包括Miller-Fisher综合征（MFS）和Bickstaffer脑干脑炎（BBE）,是有着相同的免疫学发生机制的同一个疾病谱系。现将笔者所在医院2016年收治的1例GBS谱系疾病（GBS、MFS、BBE）伴发慢性淋巴细胞性甲状腺炎的患儿资料报道如下。"
慢性淋巴细胞性甲状腺炎的中西医治疗探讨,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZYYJ201806005,张华敏;徐阳,Traditional Chinese Medicinal Research,2018-06-10,Journals,3,慢性淋巴细胞性甲状腺炎/中西医结合疗法;; 病因病机;; 中医证型;; 名医经验;; 中医特色疗法;,"慢性淋巴细胞性甲状腺炎是临床常见的自身免疫性甲状腺疾病,以无痛性、弥漫性甲状腺肿大,伴有甲状腺自身抗体滴度升高为特征。本病归属中医学""瘿病""范畴,基本病机为气郁痰结血瘀,中医药治疗本病具有独特优势。拟从中西医结合角度对慢性淋巴细胞性甲状腺炎的病机及治疗进行深入探讨,以期为临床防治该病提供有益借鉴。"
硒酵母联合左甲状腺素钠片治疗慢性淋巴细胞性甲状腺炎临床研究,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=LCWX201831064,陶岩,Journal of Clinical Medical Literature,2018-04-16,Journals,1,硒酵母;; 左甲状腺素钠片;; 慢性淋巴细胞性甲状腺炎;; 临床效果;,"目的研究分析硒酵母联合左甲状腺素钠片治疗慢性淋巴细胞性甲状腺炎临床效果。方法收集2015年10月~2017年10月期间我院门诊接诊的慢性淋巴细胞性甲状腺炎患者110例作为研究对象,此110例患者均合并甲状腺功能减退症,按照单盲的原则将这110例患者均分为对照组和观察组,对照组的55例患者接受左甲状腺素钠片治疗,观察组的55例患者在对照组基础上接受硒酵母治疗,观察对比两组患者的临床疗效。结果两组患者治疗前的甲状腺自身抗体水平无明显差异;治疗后两组患者TG-Ab与TPO-Ab水平均明显改善,观察组改善情况明显优于对照组;对照组患者临床疗效明显低于观察组,（P＜0.05）具有统计学意义。结论硒酵母联合左甲状腺素钠片治疗慢性淋巴细胞性甲状腺炎临床效果显著,值得临床推广。"
Effect of lymphocytic thyroiditis on response of differentiated thyroid cancer patients after 131I therapy,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZGAZ201806004,"ZHANG Teng;HU Houyang;BAI Qinghua;SONG Liping;LIN Yansong;Department of Imaging and Nuclear Medicine, the First Affiliated Hospital of Jinzhou Medical University;Department of Nuclear Medicine, PUMC Hospital,CAMS and PUMC",China Oncology,2018-07-20 09:17,Journals,11,Differentiated thyroid carcinoma;; Lymphocytic thyroiditis;; Response;; 131; I therapy;,"Background and purpose: Chronic lymphocytic thyroiditis（CLT） is a common autoimmune inflammation. The aim of this present study was to determine the relationship between CLT and the response of patients with differentiated thyroid carcinoma（DTC） who received surgery and radioactive iodine(131I) treatment for thyroid carcinoma. Methods: We retrospectively analyzed 128 patients who received initial treatment for thyroid disease at Peking Union Medical College Hospital from 2014 to 2016. Data of the participants with histologically confirmed DTC were analysed according to the presence（CLT1） or absence（CLT0） of concurrent CLT. One-way analysis, chi-square test and rank-sum test, Mann-Whitney test and multivariate analyses were used to evaluate the clinicopathological features. Correlation analysis was conducted between response to131I and the presence or absence of concurrent CLT. The response was evaluated between two groups according to 2015 American Thyroid Association（ATA） response system. Results: Of the 128 patients, smaller tumor size and a greater female preponderance were noted in the patients with CLT compared with those without CLT（P=0.028, P=0.011, respectively）. There was no significant difference inage, multifocality, stages of lymph nodes, capsular invasion and TNM classification system between the groups for DTC during 24-month mean follow-up period. There was no significant difference in response between two groups. The excellent response（ER） was 72.7%（40/55） and 68.5%（50/73）, respectively. Indeterminate response（IR） was 14.5%（8/55） and 13.7%（10/73）, respectively. Biochemical incomplete response（BIR） was 3.6%（2/55） and 6.8%（5/73）, respectively. Structural incomplete response（SIR） was 9.1%（5/55） and 10.9%（8/73）, respectively. Meanwhile, there was no correlation between response and the presence or absence of CTL（P=0.519）. Conclusion: Our results do not support the hypothesis that CLT is associated with the response to131I treatment for DTC patients."
Observation of Shugan Jianpi Wenshen Formula Combined with Western Medicine in Treating Chronic Lymphocytic Thyroiditis with 41 Cases,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZYYJ201809005,Wei Guimei;Ren Kun;Zhao Lu,Traditional Chinese Medicinal Research,2018-09-06,Journals,5,疏肝健脾温肾方/治疗应用;; 夏枯草胶囊/治疗应用;; 慢性淋巴细胞性甲状腺炎/中西医结合疗法;; TSH;; FT3;; FT4;; 临床观察;,"目的:观察疏肝健脾温肾方联合左甲状腺素钠片、夏枯草胶囊治疗慢性淋巴细胞性甲状腺炎的临床观察。方法:将82例慢性淋巴细胞性甲状腺炎患者采用随机数字表法随机分为治疗组和对照组。对照组给予左甲状腺素钠片,早餐前30 min服用25~50μg,1次/d,口服;夏枯草胶囊,0.7 g/次,2次/d,口服。治疗组在对照组治疗基础上加服疏肝健脾温肾方（淫羊藿、生牡蛎、佩兰、肉苁蓉、黄芩、茯苓、皂角刺、莪术、三棱、柴胡、香附、白芍、半夏、当归、陈皮）,水煎煮,1剂/d,早晚分服。两组均连续治疗6个月。结果:治疗组治愈2例,显效19例,有效17例,无效3例,有效率为92.68%;对照组治愈0例,显效12例,有效18例,无效11例,有效率为73.17%。两组疗效对比,差别有统计学意义（P＜0.05）。治疗后两组甲状腺结节直径及甲状腺体积较治疗前缩小,且治疗组小于对照组（P＜0.01）;两组疗程结束后血清FT3、FT4水平高于治疗前,TSH水平低于治疗前,且治疗组血清FT3、FT4水平高于对照组,TSH水平低于对照组（P＜0.05）。结论:疏肝健脾温肾方联合左甲状腺素钠片、夏枯草胶囊治疗慢性淋巴细胞性甲状腺炎可有效缩小甲状腺体积和甲状腺结节直径,改善患者甲状腺功能,提高治疗效果。"
慢性淋巴细胞性甲状腺炎的诊断与中医药治疗策略,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZLYS201809003,杜立娟;逄冰;倪青,Chinese Journal for Clinicians,2018-09-05,Journals,5,慢性淋巴细胞性甲状腺炎;; 诊断;; 治疗;; 中西医结合;,"慢性淋巴细胞性甲状腺炎（chronic lymphocytic thyroiditis,CLT）为自身免疫性疾病,最早由日本学者桥本（Hashimoto）先生在1912年首次发现并且发表,故又被称为桥本甲状腺炎（Hashimoto thyroiditis,HT）[1,2]。随着现代社会生活节奏的加快及环境变化等因素的影响,自身免疫性甲状腺疾病在内分泌疾病中所占比例逐渐增大,尤其是CLT发病呈逐年上升、日益年轻化趋势,CLT占甲状腺疾病的22.5%,全世界患病率每年为2%,发生率为0.8～3.5/1000人年。"
甲状腺癌并存慢性淋巴细胞性甲状腺炎的临床病理分析,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YYXK201828104,刘立波,Guide of China Medicine,2018-10-10,Journals,3,甲状腺癌;; 慢性淋巴细胞性甲状腺炎;; 病理;,"目的探讨临床收治的甲状腺癌与慢性淋巴细胞性甲状腺炎并存发生的患者临床病理特征。方法选择甲状腺癌并存慢性淋巴细胞性甲状腺炎患者50例,均为我院2016年2月至2017年2月收治,设为观察组;同期选择单纯慢性淋巴细胞性甲状腺炎患者50例,设为对照组,对比两组病理检测情况。结果对照组单纯慢性淋巴细胞性甲状腺炎病例临床特征具多样化,以结节状为主要表现;观察组以乳头状癌为主要表现,其中乳头状癌30例,微小癌20例。观察组RET阳性检出率经统计明显高于对照组,具统计学差异（P ＜0.05）。结论慢性淋巴细胞性甲状腺炎与甲状腺癌在病理基础上具有一定相似性,慢性淋巴细胞性甲状腺炎可能是重要的诱导患者发生甲状腺癌的因素,临床需积极对慢性淋巴细胞性甲状腺炎展开治疗,以降低并存甲状腺癌风险,改善治疗预后。"
Diagnosis and treatment ofchronic lymphocytic thyroiditis combined with papillary thyroid cancer,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=AHYX201809016,"ZHANG Lei;TANG Tong;SHI Jianing;Department of Thyroid and Breast Surgery,the Second Hospital of Anhui Medical University",Anhui Medical Journal,2018-09-28 15:15,Journals,4,Papillary thyroid carcinoma;; Cervical lymph nodes metastasis;; Surgical procedure;; Chronic lymphocytic thyroiditis;,"Objective To investigate the diagnosis and treatment of chronic lymphocytic thyroiditis（ CLT） combined with papillary thyroid carcinoma（ PTC）. Methods The clinical data of 36 patients diagnosed as CLT combined with PTC were retrospectively analyzed.Results Twenty-two（ 61. 1%） of the 36 patients had multiple nodules,21（ 58. 3%） were bilateral; 9（ 25. 0%） were multiple cancer foci,and 4（ 11. 1%） were bilateral. Thirty-two patients underwent central or combined lateral cervical lymphadenectomy,and 17（ 53. 1%）had positive central lymph nodes. Conclusion The CLT combined PTC has multifocal characteristics. Total/near total thyroidectomy is recommended. Unilateral lobectomy plus isthmus resection is feasible for some patients. The dissection of central lymph node dissection is recommended,and the selectionshould be carefulfor the lateral cervical lymph nodedissection."
Clinical Study of DCs and Its Membrane Glycoprotein in Hashimoto's Thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YXYZ201809041,"Du Jing;Zhao Di;Wan Xiaojuan;Department of Endocrinology,The Yellow River Central Hospital",Journal of Medical Research,2018-09-15,Journals,1,DCs;; Cell membrane glycoprotein;; Hashimoto’s thyroiditis;,"Objective To analyze the significance of the number of DCs in thyroid tissue and the changes of DCs in peripheral blood of patients with Hashimoto ’s thyroiditis. Methods A total of 113 patients with HT were selected as the observation group and 120 healthy subjects were selected as the control group. The thyroid tissue and the peripheral blood were collected and the expression of Galectin-9 was detected. Results In the study group,113 cases were observed in the observation group and 120 cases in the control group were comparatively good. In the observation group,the patients were classified into 35 cases（ lymphoid type）,37 cases of O-type（ oxyphilic type） and 37 cases of P-type（ pronoumced） type（ 6. 54 ± 1. 37） × 10~6/L. DCs cells in O-type HT patients were（ 9. 55 ± 1. 08） ×10~6/L,DCs in P-type HT patients were（ 3. 59 ± 1. 33） × 10~6/L,and the mean of all patients with HT DCs were（ 7. 27 ± 1. 35） × 10~6/L,which were higher than those in the control group（ 1. 12 ± 0. 34） × 10~6/L. The difference was statistically significant（ P ＜ 0. 05）. The expression of Galectin-9 protein in DCs was 24. 66% in DCs of L-type HT patients,and the expression of Galectin-9 protein in DCs of O-type HT patients was 21. 29% % And P-type patients were 20. 54%. The proportion of Galectin-9 protein in the mean DCs of all patients was 24. 32%,which was higher than that of the control group（ 7. 20%）. At the same time,the expression of Galectin-9 in DCs was also significantly higher than that in the control group. Conclusion The number of DCs cells in several common types of patients is higher than that of healthy controls. The expression of galectin-9 protein in healthy human DCs is higher than that in HT patients,which may be related to HT patients Excessive immunity is associated."
Ultrasound elastography for differential diagnosis of small thyroid nodules in chronic lymphocytic thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZXDY201835022,"Yan Kong;Tao Chen;Meng-meng Tian;Department of Ultrasonography, Beijing Jishuitan Hospital;Department of Pathology, Beijing Jishuitan Hospital",China Journal of Modern Medicine,2018-12-17,Journals,7,"Hashimoto disease;; thyroid nodule;; elasticity imaging techniques;; diagnosis,differential;","Objective To explore the value of ultrasound elastography in differential diagnosis of small nodules in patients with chronic lymphocytic thyroiditis（CLT）. Methods A retrospective analysis was made for 84 cases of CLT in Beijing Jishuitan Hospital. There were totally 112 thyroid nodules, pathology confirmed 41 cases of benign nodules and 71 cases of malignant nodules. All patients were examined by routine ultrasonography and ultrasound elastography before operation. The value of the two kinds of examination methods for diagnosis of CLT combined with small nodules was analyzed. Results The sensitivity of conventional ultrasonic diagnosis was 74.65%, the specificity was 63.41%, and the accuracy rate was 70.54%. The diagnostic sensitivity of ultrasound elastography was 87.32%, the specificity was 85.37% and the accuracy rate was 86.61%. The sensitivity of conventional ultrasonography combined with ultrasound elastography was 94.37%, the specificity was 97.56% and the accuracy rate was 95.54%. The sensitivity of ultrasonic elastic strain rate ratio was 83.10%, the specificity was 90.24% and the accuracy rate was 85.71%. The ROC curve was used to analyze the diagnostic value of the ultrasonic elastic score and the ultrasonic elastic strain rate ratio for benign and malignant nodules. The results showed that the area under the curve of the ultrasonic elastic score was 0.872, and the area under the elastic strain rate ratio was 0.922. Conclusions Ultrasound elastography can reflect the hardness of thyroid nodules. Both ultrasonic elastic score and ultrasonic elastic strain rate ratio are of high diagnostic value. In practical work, ultrasound elastography and conventional ultrasonography can be combined to improve the diagnostic accuracy of thyroid nodules in the patients with chronic lymphocytic thyroiditis."
